title	label1	label2	label3
From the Corner of His Eye	horror	fiction	thriller
Blind Willow, Sleeping Woman	short-stories	fiction	japan
Barefoot Contessa Back to Basics	cookbooks	cooking	food
To Have and to Hold	fiction	romance	chick-lit
Smashed: Story of a Drunken Girlhood	memoir	non-fiction	biography
Until I Find You	fiction	contemporary	novels
The Dark Divine (The Dark Divine, #1)	young-adult	paranormal	fantasy
Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany	food	non-fiction	memoir
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype	non-fiction	feminism	psychology
Calling on Dragons (Enchanted Forest Chronicles, #3)	fantasy	young-adult	dragons
Now, Discover Your Strengths	business	non-fiction	self-help
The Long Tail: Why the Future of Business is Selling Less of More	business	non-fiction	economics
Mein Kampf	history	non-fiction	biography
Swapping Lives	adult-fiction	adult	contemporary
A Rule Against Murder (Chief Inspector Armand Gamache, #4)	mystery	fiction	canada
The Perfect Hope (Inn Boonsboro, #3)	romance	contemporary-romance	contemporary
Consequences (Consequences, #1)	dark	romance	abuse
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide	non-fiction	self-help	young-adult
The Strange Case of Origami Yoda (Origami Yoda, #1)	humor	middle-grade	realistic-fiction
Welcome to Temptation (Dempseys, #1)	romance	chick-lit	contemporary-romance
Inside Out & Back Again	historical-fiction	poetry	young-adult
Dreamless (Starcrossed, #2)	fantasy	young-adult	mythology
Predestined (Existence Trilogy, #2)	paranormal	young-adult	romance
The Lord of the Rings: The Return of the King: Visual Companion	fantasy	non-fiction	fiction
The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything	entrepreneurship	non-fiction	business
The Other Wes Moore: One Name, Two Fates	non-fiction	biography	memoir
Mistress of the Art of Death (Mistress of the Art of Death, #1)	historical-fiction	mystery	fiction
Assholes Finish First (Tucker Max, #2)	humor	non-fiction	biography
美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1]	manga	fantasy	graphic-novels
Kiss an Angel	romance	contemporary-romance	contemporary
The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home	psychology	non-fiction	economics
The Partly Cloudy Patriot	non-fiction	history	essays
My Father's Dragon (My Father's Dragon, #1)	fantasy	childrens	fiction
Natchez Burning	fiction	mystery	thriller
Pulp	fiction	novels	literature
Hannibal Rising (Hannibal Lecter, #4)	horror	crime	mystery
Immortal in Death (In Death, #3)	mystery	romance	crime
Infinity (Chronicles of Nick, #1)	young-adult	paranormal	fantasy
Blood Noir (Anita Blake, Vampire Hunter #16)	vampires	urban-fantasy	paranormal
Inherent Vice	fiction	mystery	crime
Songs of the Humpback Whale	fiction	chick-lit	contemporary
The Night Eternal (The Strain Trilogy, #3)	fiction	fantasy	thriller
Bright Lights, Big City	fiction	new-york	novels
Whiskey Beach	romance	mystery	romantic-suspense
The Guy Not Taken: Stories	chick-lit	fiction	short-stories
The Walking Dead, Vol. 08: Made to Suffer	graphic-novels	comics	horror
Pleasure of a Dark Prince (Immortals After Dark #9)	paranormal-romance	paranormal	romance
Danny and the Dinosaur (An I Can Read Book)	childrens	picture-books	dinosaurs
The Decameron	classics	fiction	short-stories
Twisted (Pretty Little Liars, #9)	young-adult	fiction	contemporary
The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)	crime	suspense	detective
Dear Life: Stories	short-stories	fiction	canada
Five Little Monkeys Jumping on the Bed	picture-books	fiction	storytime
Kushiel's Avatar (Phèdre's Trilogy, #3)	fantasy	romance	fiction
The Aleph and Other Stories 	short-stories	fiction	classics
Ruin (Ruin, #1)	new-adult	romance	contemporary
The Long Goodbye (Philip Marlowe, #6)	mystery	fiction	crime
Farewell, My Lovely (Philip Marlowe, #2)	mystery	noir	classics
The Castle of Llyr (The Chronicles of Prydain #3)	fantasy	young-adult	fiction
Fade Out (The Morganville Vampires, #7)	vampires	young-adult	paranormal
The Cat Who Could Read Backwards (Cat Who..., #1)	mystery	fiction	cozy-mystery
Charade (Games, #1)	new-adult	romance	contemporary
The Demigod Diaries	fantasy	mythology	young-adult
If You Stay (Beautifully Broken, #1)	new-adult	romance	contemporary
Neil Patrick Harris: Choose Your Own Autobiography	non-fiction	humor	memoir
Death du Jour (Temperance Brennan, #2)	mystery	crime	fiction
More Than a Carpenter	christian	non-fiction	christianity
Boneshaker (The Clockwork Century, #1)	steampunk	fantasy	science-fiction
Rubyfruit Jungle	fiction	lgbt	queer
Fallen in Love (Fallen, #3.5)	young-adult	angels	fantasy
Sisters	graphic-novels	middle-grade	young-adult
The Never War (Pendragon, #3)	fantasy	young-adult	adventure
The Elf Queen of Shannara (Heritage of Shannara, #3)	fantasy	fiction	epic-fantasy
Mattimeo (Redwall, #3)	fantasy	fiction	young-adult
Nemesis Games (The Expanse, #5)	space-opera	fiction	science-fiction
"A Return to Love: Reflections on the Principles of ""A Course in Miracles"""	spirituality	non-fiction	self-help
First Family (Sean King & Michelle Maxwell, #4)	mystery	fiction	thriller
True Grit	fiction	historical-fiction	classics
Feel the Fear and Do It Anyway	self-help	non-fiction	psychology
Mine (Real, #2)	romance	new-adult	fighters
Memoirs of an Imaginary Friend	contemporary	adult	adult-fiction
Haroun and the Sea of Stories (Khalifa Brothers, #1)	fantasy	fiction	magical-realism
Whistling Past the Graveyard	fiction	historical-fiction	coming-of-age
Poison Princess (The Arcana Chronicles, #1)	young-adult	fantasy	paranormal
Tatiana and Alexander (The Bronze Horseman, #2)	historical-fiction	romance	historical
The Emperor's Blades (Chronicle of the Unhewn Throne, #1)	fantasy	epic-fantasy	fiction
Brick Lane	fiction	india	bangladesh
Half Bad (The Half Bad Trilogy, #1)	fantasy	young-adult	paranormal
Zorba the Greek	fiction	classics	philosophy
Sounder	fiction	historical-fiction	young-adult
A Universe from Nothing: Why There Is Something Rather Than Nothing	science	non-fiction	physics
Slash	music	non-fiction	biography
Archangel's Kiss (Guild Hunter, #2)	paranormal	paranormal-romance	urban-fantasy
Rebel Belle (Rebel Belle, #1)	young-adult	fantasy	paranormal
The Mephisto Club (Rizzoli & Isles, #6)	mystery	crime	thriller
The Scarlet Thread 	christian-fiction	fiction	christian
It's a Magical World: A Calvin and Hobbes Collection	comics	humor	fiction
Avatar: The Last Airbender (The Promise, #1)	comics	graphic-novels	fantasy
Being and Nothingness	philosophy	non-fiction	classics
Miecz przeznaczenia (Saga o Wiedźminie, #2)	fiction	fantasy	short-stories
Silent Spring	non-fiction	environment	science
Legion (Legion, #1)	fantasy	science-fiction	fiction
Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny	non-fiction	memoir	biography
Kill Alex Cross (Alex Cross #18)	crime	mystery	suspense
The Pearl That Broke Its Shell	fiction	historical-fiction	contemporary
Behemoth (Leviathan, #2)	steampunk	young-adult	fantasy
The Sociopath Next Door	non-fiction	psychology	science
Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)	graphic-novels	comics	science-fiction
Do-It-Yourself Book (Diary of a Wimpy Kid)	childrens	fiction	humor
Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)	fiction	mystery	thriller
The Tea Rose (The Tea Rose, #1)	historical-fiction	romance	historical
Moon Over Soho (Peter Grant, #2)	fantasy	urban-fantasy	mystery
The Paris Architect	historical-fiction	fiction	historical
Falling Kingdoms (Falling Kingdoms, #1)	fantasy	young-adult	magic
Ask and It Is Given: Learning to Manifest Your Desires	spirituality	self-help	non-fiction
Island Beneath the Sea	historical-fiction	fiction	historical
The History of Tom Jones, a Foundling	classics	fiction	literature
Winesburg, Ohio	fiction	classics	short-stories
Beautiful Redemption (The Maddox Brothers, #2)	romance	contemporary	contemporary-romance
C is for Corpse  (Kinsey Millhone, #3)	mystery	fiction	crime
Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)	graphic-novels	comics	science-fiction
Five Quarters of the Orange	fiction	historical-fiction	france
2666	fiction	literature	novels
Microserfs	fiction	humor	contemporary
How to Tell If Your Cat Is Plotting to Kill You	humor	graphic-novels	comics
Simple Genius (Sean King & Michelle Maxwell, #3)	fiction	thriller	mystery
Light on Snow	fiction	contemporary	chick-lit
Vampire Mountain (Cirque Du Freak, #4)	fantasy	young-adult	vampires
The Three Stigmata of Palmer Eldritch	fiction	science-fiction	novels
The Strange Library	fiction	fantasy	short-stories
Deadeye Dick	fiction	humor	literature
The Power (The Secret, #2)	self-help	non-fiction	spirituality
Ancestors of Avalon (Avalon, #5)	fantasy	fiction	historical-fiction
Out Stealing Horses	fiction	novels	historical-fiction
Batman: Knightfall, Vol. 1: Broken Bat	comics	graphic-novels	batman
Saga, Vol. 5 (Saga, #5)	graphic-novels	fantasy	comics
The Lions of Lucerne (Scot Harvath, #1)	thriller	fiction	espionage
One Past Midnight: The Langoliers	horror	fiction	thriller
The Sign of the Beaver	historical-fiction	fiction	young-adult
Ask the Dust (Arturo Bandini, #3)	fiction	classics	novels
All Over But the Shoutin'	memoir	non-fiction	biography
The Key to Midnight	horror	fiction	thriller
Fairy Tales from the Brothers Grimm: A New English Version	adult	fantasy	fiction
Debt of Bones (Sword of Truth, #0.5)	fantasy	fiction	epic-fantasy
The Joke	fiction	literature	novels
The White Princess (The Plantagenet and Tudor Novels, #5)	historical-fiction	historical	fiction
Flight of the Intruder (Jake Grafton #1)	fiction	thriller	military-fiction
Silver on the Tree (The Dark is Rising, #5)	fantasy	young-adult	fiction
National Velvet	classics	fiction	horses
Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way	business	non-fiction	biography
Lysistrata	drama	fiction	humor
The Swan Thieves	fiction	historical-fiction	mystery
Iced (Fever, #6)	urban-fantasy	fantasy	paranormal
14	horror	science-fiction	fiction
Okay for Now	young-adult	historical-fiction	realistic-fiction
Assassins (Left Behind, #6)	christian-fiction	christian	fiction
Red Country (First Law World, #6)	fantasy	fiction	epic-fantasy
The Lords of Discipline	fiction	southern	historical-fiction
Eat and Run: My Unlikely Journey to Ultramarathon Greatness	non-fiction	sports	health
Broken (Will Trent, #4)	mystery	crime	thriller
The Matchmaker	fiction	chick-lit	romance
The Mark (Left Behind, #8)	christian-fiction	christian	fiction
Belong to Me	adult	adult-fiction	family
The Darkest Hour (Warriors, #6)	fantasy	animals	fiction
L.A. Confidential (L.A. Quartet, #3)	fiction	crime	mystery
The Beautiful Mystery (Chief Inspector Armand Gamache, #8)	mystery	fiction	canada
The Diamond Throne (The Elenium, #1)	fantasy	fiction	epic-fantasy
Those Left Behind (Serenity, #1)	graphic-novels	comics	fiction
Terms of Endearment	fiction	classics	romance
Kiss of the Night (Dark-Hunter, #4)	paranormal-romance	paranormal	romance
The Wedding Girl	chick-lit	fiction	romance
He Chose the Nails	christian	non-fiction	christianity
Entice (Need, #3)	young-adult	fantasy	paranormal
From Russia With Love (James Bond, #5)	fiction	thriller	espionage
The Tortilla Curtain	fiction	contemporary	school
Darkest Mercy (Wicked Lovely, #5)	young-adult	fantasy	paranormal
Modern Lovers	fiction	chick-lit	contemporary
Checkmate (Neighbor from Hell, #3)	romance	adult	chick-lit
The Amazing Maurice and His Educated Rodents (Discworld, #28)	fantasy	fiction	young-adult
With the Old Breed: At Peleliu and Okinawa	war	military-history	world-war-ii
The Hundred Dresses	childrens	fiction	classics
Lost Lake (Lost Lake, #1)	fiction	magical-realism	chick-lit
Hardwired (Hacker, #1)	romance	erotica	contemporary-romance
The Last Runaway	historical-fiction	fiction	historical
Midnight Tides (The Malazan Book of the Fallen, #5)	fantasy	epic-fantasy	fiction
The 100 (The 100, #1)	young-adult	dystopia	romance
Hades (Halo, #2)	angels	young-adult	fantasy
Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)	graphic-novels	science-fiction	post-apocalyptic
Bear Snores On	picture-books	childrens	animals
Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between	non-fiction	memoir	biography
Memoirs of a Teenage Amnesiac	young-adult	contemporary	romance
Salamandastron (Redwall, #5)	fantasy	fiction	young-adult
Servant of the Bones	horror	fiction	fantasy
Ironside (Modern Faerie Tales, #3)	fantasy	young-adult	urban-fantasy
Finnikin of the Rock (Lumatere Chronicles, #1)	fantasy	young-adult	romance
The Return of the Native  	classics	19th-century	fiction
Micro	science-fiction	adventure	mystery
No Exit and Three Other Plays	plays	philosophy	drama
Foundation and Chaos (Second Foundation Trilogy #2)	science-fiction	fiction	fantasy
Cover Her Face (Adam Dalgliesh #1)	mystery	fiction	crime
Supernaturally (Paranormalcy, #2)	paranormal	young-adult	fantasy
First King of Shannara (The Original Shannara Trilogy, #0)	fantasy	fiction	epic-fantasy
Bury Your Dead (Chief Inspector Armand Gamache, #6)	mystery	fiction	crime
The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)	mystery	fiction	crime
أنت لي	novels	romance	unfinished
The House of the Seven Gables	classics	fiction	gothic
Rising Storm (Warriors, #4)	fantasy	animals	fiction
Love Warrior	memoir	non-fiction	biography
The Brutal Telling (Chief Inspector Armand Gamache, #5)	mystery	fiction	canada
The Prisoner of Cell 25 (Michael Vey, #1)	young-adult	science-fiction	fantasy
The Souls of Black Folk	non-fiction	history	classics
I Never Promised You a Rose Garden	fiction	psychology	young-adult
The Crimson Crown (Seven Realms, #4)	fantasy	young-adult	magic
The Castaways	fiction	chick-lit	romance
Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person	non-fiction	memoir	self-help
The Lover	fiction	classics	romance
Eragon & Eldest (Inheritance, #1-2)	fantasy	young-adult	fiction
Burn (Breathless, #3)	romance	erotica	bdsm
The Power and the Glory	fiction	classics	literature
Paula	non-fiction	memoir	biography
Lila (Gilead, #3)	fiction	historical-fiction	literary-fiction
The Scions of Shannara (Heritage of Shannara, #1)	fantasy	high-fantasy	fiction
Behind the Scenes at the Museum	fiction	historical-fiction	mystery
Sweetbitter	fiction	food	contemporary
Romancing Mister Bridgerton (Bridgertons, #4)	historical-romance	romance	historical
Tangerine	young-adult	realistic-fiction	fiction
Hell House	horror	fiction	paranormal
The Emperor's Children	fiction	novels	abandoned
The Liar	mystery	contemporary	suspense
The Third Victim (Quincy & Rainie, #2)	mystery	suspense	thriller
The Wrong Side of Goodbye (Harry Bosch, #21; Harry Bosch Universe, #26)	mystery	fiction	crime
Hell's Corner (Camel Club, #5)	fiction	thriller	mystery
Key of Valor (Key Trilogy, #3)	romance	paranormal	fantasy
Barbarians at the Gate: The Fall of RJR Nabisco	business	non-fiction	finance
Ancillary Sword (Imperial Radch, #2)	science-fiction	fiction	space-opera
Franz Kafka's The Castle (Dramatization)	fiction	classics	literature
Timebound (The Chronos Files, #1)	time-travel	young-adult	science-fiction
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)	fantasy	young-adult	fiction
Twenty-Eight and a Half Wishes (Rose Gardner Mystery, #1)	mystery	romance	chick-lit
NYPD Red (NYPD Red, #1)	mystery	thriller	crime
The Book of the Dead (Pendergast, #7; Diogenes, #3)	thriller	mystery	fiction
Er ist wieder da	fiction	humor	contemporary
The Expats	fiction	mystery	thriller
Bare Bones (Temperance Brennan, #6)	mystery	crime	fiction
Beautiful Day	fiction	chick-lit	romance
The Indwelling (Left Behind, #7)	christian-fiction	christian	fiction
Dexter in the Dark (Dexter, #3)	fiction	mystery	crime
The Glass Bead Game	fiction	classics	literature
The Yellow Birds	fiction	war	historical-fiction
Just One Look	mystery	fiction	thriller
The Proposal (The Proposition, #2)	romance	contemporary-romance	contemporary
My Family and Other Animals (Corfu Trilogy, #1)	non-fiction	biography	memoir
Back Roads	fiction	contemporary	coming-of-age
Cathedral	short-stories	classics	literature
Fantastic Beasts and Where to Find Them: The Original Screenplay	fantasy	fiction	young-adult
The Body	short-stories	fiction	horror
A Million Miles in a Thousand Years: What I Learned While Editing My Life	non-fiction	christian	memoir
Eona: The Last Dragoneye (Eon, #2)	fantasy	young-adult	dragons
Eight Cousins (Eight Cousins, #1)	classics	fiction	young-adult
Chicken Soup with Rice: A Book of Months (The Nutshell Library)	picture-books	childrens	poetry
R is for Ricochet (Kinsey Millhone, #18)	mystery	fiction	crime
Prince of Wolves (The Grey Wolves, #1)	paranormal	young-adult	werewolves
Diary of a Worm	picture-books	childrens	humor
The Grey King (The Dark Is Rising, #4)	fantasy	young-adult	fiction
Hunted (The Iron Druid Chronicles, #6)	urban-fantasy	fiction	magic
Devoured (Devoured, #1)	romance	new-adult	contemporary
The Complete Novels	romance	historical-fiction	classics
The Book of Strange New Things	fiction	science-fiction	aliens
Epic Fail	young-adult	romance	contemporary
A Caress of Twilight (Merry Gentry, #2)	fantasy	urban-fantasy	paranormal
The Manchurian Candidate (Movie Tie-In Edition)	fiction	thriller	classics
Fudge-a-Mania (Fudge, #4)	childrens	fiction	realistic-fiction
Nevermore (Maximum Ride, #8)	young-adult	fantasy	science-fiction
Operating Instructions: A Journal of My Son's First Year	memoir	non-fiction	parenting
Pale Blue Dot: A Vision of the Human Future in Space	science	non-fiction	astronomy
Simple Perfection (Rosemary Beach, #6; Perfection, #2)	new-adult	romance	contemporary
The Irresistible Revolution: Living as an Ordinary Radical	non-fiction	christian	christianity
Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School	non-fiction	psychology	education
The Pilgrims of Rayne (Pendragon, #8)	fantasy	young-adult	science-fiction
The Hundred-Foot Journey	fiction	food	france
Scorpia Rising (Alex Rider #9)	young-adult	adventure	action
Big Nate: In a Class by Himself (Big Nate Novels, #1)	humor	graphic-novels	fiction
Forever Princess (The Princess Diaries, #10)	young-adult	romance	chick-lit
The Melancholy Death of Oyster Boy and Other Stories	poetry	fiction	short-stories
Breath, Eyes, Memory	fiction	historical-fiction	african-american
Journey to the End of the Night	fiction	classics	literary-fiction
The Scarecrow (Jack McEvoy, #2)	mystery	fiction	crime
The Humans	science-fiction	fiction	humor
Crocodile Tears (Alex Rider, #8)	young-adult	adventure	action
1/4 جرام	novels	fiction	literature
For Women Only: What You Need to Know about the Inner Lives of Men	self-help	non-fiction	psychology
Seize the Night (Moonlight Bay, #2)	horror	fiction	thriller
A Quick Bite (Argeneau #1)	vampires	paranormal-romance	paranormal
Key of Knowledge (Key Trilogy, #2)	romance	fantasy	paranormal
Ice Station (Shane Schofield, #1)	thriller	fiction	action
A Dangerous Fortune	historical-fiction	fiction	thriller
The Well of Lost Plots (Thursday Next #3)	fantasy	humor	fiction
The Wealth of Nations	economics	non-fiction	philosophy
Canada	fiction	canada	literary-fiction
The Big Over Easy (Nursery Crime, #1)	humor	comedy	funny
The Seeing Stone (The Spiderwick Chronicles, #2)	fantasy	childrens	fiction
Stalingrad: The Fateful Siege, 1942–1943	history	non-fiction	war
Beast Master, Vol. 1 (Beast Master, #1)	manga	romance	graphic-novels
Giggle, Giggle, Quack	picture-books	childrens	animals
West with the Night	non-fiction	memoir	biography
The Cellist of Sarajevo	fiction	historical-fiction	war
Smooth Talking Stranger (Travises, #3)	romance	contemporary-romance	contemporary
If You Ask Me (And of Course You Won't)	non-fiction	biography	memoir
Discourse on Method and Meditations on First Philosophy	philosophy	non-fiction	classics
The Defector (Gabriel Allon, #9)	fiction	thriller	mystery
In One Person	fiction	lgbt	contemporary
Rilla of Ingleside (Anne of Green Gables, #8)	classics	fiction	young-adult
The Wisdom of Crowds	non-fiction	business	economics
Still Life With Crows (Pendergast, #4)	mystery	fiction	horror
The Fog	horror	fiction	thriller
Unlimited Power : The New Science Of Personal Achievement	self-help	psychology	personal-development
Fever Dream (Pendergast, #10)	mystery	thriller	fiction
Why Be Happy When You Could Be Normal?	memoir	non-fiction	biography
Outpost (Razorland, #2)	young-adult	dystopia	zombies
Can't We Talk about Something More Pleasant?	graphic-novels	memoir	non-fiction
The Long Hard Road Out of Hell	non-fiction	biography	music
BookRags Summary:  A Storm of Swords	fantasy	fiction	epic-fantasy
Lyle, Lyle, Crocodile	picture-books	childrens	fiction
Etiquette & Espionage (Finishing School, #1)	steampunk	fantasy	young-adult
Death With Interruptions	fiction	fantasy	magical-realism
Sandry's Book (Circle of Magic, #1)	fantasy	young-adult	fiction
Sole Survivor	horror	fiction	thriller
Britt-Marie Was Here	fiction	contemporary	humor
Velvet Elvis: Repainting the Christian Faith	christian	non-fiction	theology
Kim	classics	fiction	india
The Shunning (The Heritage of Lancaster County, #1)	christian-fiction	amish	fiction
Written in Red (The Others, #1)	paranormal	vampires	fantasy
The Seven-Percent Solution	mystery	historical-fiction	crime
Gregor and the Marks of Secret (Underland Chronicles, #4)	fantasy	young-adult	fiction
The Prodigal God: Recovering the Heart of the Christian Faith	christian	theology	non-fiction
Toujours Provence	travel	non-fiction	memoir
The Lost Painting	non-fiction	art	history
The Light in the Ruins	historical-fiction	fiction	mystery
My Beloved World	non-fiction	memoir	biography
A Deepness in the Sky (Zones of Thought, #2)	science-fiction	fiction	space-opera
Critique of Pure Reason	philosophy	non-fiction	classics
A Murder Is Announced (Miss Marple, #5)	mystery	fiction	crime
Gnomes	fantasy	art	fiction
Undead and Unemployed (Undead, #2)	paranormal	romance	paranormal-romance
Gates of Fire: An Epic Novel of the Battle of Thermopylae	fiction	historical-fiction	history
The Little Lady Agency (The Little Lady Agency, #1)	chick-lit	romance	fiction
On Liberty	non-fiction	philosophy	classics
Not My Father's Son	non-fiction	memoir	biography
Nigella Express: Good Food, Fast	cookbooks	cooking	food
The Dead Key	mystery	fiction	thriller
Simply Irresistible (Lucky Harbor, #1)	romance	contemporary-romance	contemporary
Gabriel's Redemption (Gabriel's Inferno, #3)	romance	contemporary-romance	contemporary
Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe	graphic-novels	comics	fiction
Better: A Surgeon's Notes on Performance	non-fiction	medical	science
Leave Me Breathless (Ross Siblings, #3)	romance	contemporary-romance	erotica
Play (Stage Dive, #2)	romance	new-adult	contemporary
Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality	philosophy	non-fiction	vampires
Games People Play	psychology	self-help	non-fiction
Mitosis (The Reckoners, #1.5)	fantasy	young-adult	science-fiction
La Dame aux Camélias	classics	fiction	romance
The Wedding Dress	romance	christian-fiction	fiction
Fish: A Proven Way to Boost Morale and Improve Results	business	non-fiction	leadership
D-Day, June 6, 1944: The Battle for the Normandy Beaches	history	non-fiction	world-war-ii
A Long Walk to Water: Based on a True Story	historical-fiction	young-adult	africa
Light (Gone, #6)	young-adult	dystopia	science-fiction
Stuck-Up Suit	romance	contemporary	contemporary-romance
To Your Scattered Bodies Go (Riverworld, #1)	science-fiction	fantasy	fiction
Midnight Bayou	romance	mystery	fiction
Winter's Tale	fantasy	fiction	magical-realism
The Doomsday Conspiracy	fiction	thriller	mystery
Rapture in Death (In Death, #4)	mystery	romance	crime
Common Sense	history	non-fiction	classics
Falling Leaves: The Memoir of an Unwanted Chinese Daughter	non-fiction	memoir	china
رحلتي من الشك إلى الإيمان	religion	non-fiction	philosophy
Whispers at Moonrise (Shadow Falls, #4)	young-adult	vampires	fantasy
The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman	health	non-fiction	self-help
The Elementary Particles	fiction	france	literature
Beauty from Surrender (Beauty, #2)	romance	contemporary-romance	erotica
Dracula (Marvel Illustrated)	classics	graphic-novels	horror
The Adventures of Captain Underpants (Captain Underpants, #1)	childrens	humor	fiction
How Children Succeed: Grit, Curiosity, and the Hidden Power of Character	non-fiction	parenting	education
The Fountains of Paradise	science-fiction	fiction	science
The Bastard of Istanbul	fiction	historical-fiction	novels
Two Boys Kissing	young-adult	lgbt	contemporary
The Doomsday Key (Sigma Force, #6)	fiction	adventure	mystery
The Ruins	horror	fiction	suspense
A Dangerous Path (Warriors, #5)	fantasy	animals	fiction
Dances with Wolves (Dances with Wolves, #1)	historical-fiction	fiction	historical
Bloodhound (Beka Cooper, #2)	fantasy	young-adult	fiction
The Night Angel Trilogy (Night Angel, #1-3)	fantasy	fiction	epic-fantasy
A Rose for Emily and Other Stories	classics	short-stories	fiction
The Holy Bible: English Standard Version	religion	christian	reference
A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)	mystery	historical-fiction	mystery-thriller
The Lives of the Artists	art	non-fiction	biography
Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)	paranormal-romance	romance	fantasy
Syren (Septimus Heap, #5)	fantasy	young-adult	magic
Metro 2033 (METRO, #1)	science-fiction	horror	post-apocalyptic
The Slap	fiction	unfinished	australia
The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)	art	non-fiction	philosophy
Brilliance (Brilliance Saga, #1)	science-fiction	fiction	thriller
Life and Other Near-Death Experiences	fiction	chick-lit	romance
The Fortress of Solitude	novels	literature	new-york
The Darkest Evening of the Year	horror	fiction	mystery
Authority (Southern Reach, #2)	science-fiction	fiction	horror
The Wrath of Mulgarath (The Spiderwick Chronicles, #5)	fantasy	childrens	fiction
The Scrapbook of Frankie Pratt	historical-fiction	fiction	graphic-novels
Bee Season	fiction	jewish	adult-fiction
Indelible (Grant County, #4)	mystery	crime	thriller
Night Chills	horror	fiction	thriller
Be Here Now	spirituality	philosophy	non-fiction
Trace (Kay Scarpetta, #13)	thriller	mystery	fiction
Genghis: Birth of an Empire (Conqueror, #1)	historical-fiction	fiction	historical
The Ruby Knight (The Elenium, #2)	fantasy	fiction	epic-fantasy
The Thief of Always	young-adult	fantasy	horror
Kiss of Crimson (Midnight Breed, #2)	paranormal-romance	vampires	paranormal
The Keepsake (Rizzoli & Isles, #7)	mystery	crime	thriller
The Everything Store: Jeff Bezos and the Age of Amazon	business	biography	non-fiction
The Air He Breathes (Elements, #1)	romance	contemporary	new-adult
Kiss of a Demon King (Immortals After Dark #7)	paranormal-romance	paranormal	romance
The Bonehunters (Malazan Book of the Fallen, #6)	fantasy	epic-fantasy	fiction
Forever My Girl (The Beaumont Series, #1)	romance	new-adult	contemporary
The Glass Magician (The Paper Magician Trilogy, #2)	fantasy	young-adult	magic
Chanakya's Chant	fiction	historical-fiction	thriller
The Naked and the Dead	war	fiction	historical-fiction
Battle Cry of Freedom	history	civil-war	non-fiction
The Little Mermaid	fantasy	classics	mermaids
Lifeguard	mystery	fiction	thriller
Because of Mr. Terupt	realistic-fiction	middle-grade	fiction
Blubber	young-adult	fiction	childrens
One Grave at a Time (Night Huntress, #6)	vampires	urban-fantasy	paranormal
Apollyon (Covenant, #4)	young-adult	fantasy	paranormal
I Heart New York (I Heart, #1)	chick-lit	romance	fiction
Airhead (Airhead, #1)	young-adult	romance	chick-lit
Beauty's Release (Sleeping Beauty, #3)	erotica	fiction	romance
Jessica's Guide to Dating on the Dark Side (Jessica, #1)	vampires	young-adult	romance
Complete Poems, 1904-1962	poetry	classics	literature
Execution: The Discipline of Getting Things Done	business	leadership	management
Smoke Gets in Your Eyes: And Other Lessons from the Crematory	non-fiction	memoir	death
The Rembrandt Affair (Gabriel Allon, #10)	fiction	thriller	mystery
The Call of Cthulhu	horror	classics	fiction
20th Century Ghosts	horror	short-stories	fiction
Ghostwritten	fiction	fantasy	contemporary
The One That Got Away	thriller	mystery	fiction
The Ruby Circle (Bloodlines, #6)	young-adult	vampires	fantasy
Where the Mountain Meets the Moon	fantasy	fiction	middle-grade
Swallows and Amazons (Swallows and Amazons, #1)	fiction	classics	childrens
Rock Hard (Sinners on Tour, #2)	romance	erotica	contemporary
How to Build a Girl	fiction	feminism	young-adult
Sang Pemimpi (Tetralogi Laskar Pelangi, #2)	fiction	indonesian-literature	novels
The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World	memoir	biography	biography-memoir
Touch & Go (Tessa Leoni, #2)	mystery	thriller	suspense
